City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
505,Sorong,ID,78.51,broken clouds,-0.8833,131.25,Waigo Splash Hotel
507,Karratha,AU,71.94,overcast clouds,-20.7377,116.8463,ibis Styles Karratha
508,Tshikapa,CD,71.26,clear sky,-6.4167,20.8,Tatem beach
509,Itoman,JP,73.42,light rain,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
510,Rio Grande,BR,69.91,broken clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
511,Jacareacanga,BR,83.71,moderate rain,-6.2222,-57.7528,Casa do Ian😎
513,La Rioja,ES,62.38,overcast clouds,42.25,-2.5,Casa Concejos
517,Korla,CN,75.61,clear sky,41.7597,86.1469,Gulisitan Hotel
518,Vitry-Le-Francois,FR,63.01,scattered clouds,48.7333,4.5833,Hôtel Tambourin
519,Viedma,AR,61.09,broken clouds,-40.8135,-62.9967,Hotel Cristal
521,Prata,BR,79.86,overcast clouds,-19.3072,-48.9242,Hotel Pontal Aluga-se Quitinetes e suítes mensalmente
522,Livramento,BR,79.48,light rain,-3.0254,-60.1803,Refúgio Samauma
523,Suez,EG,78.17,clear sky,29.9737,32.5263,Green House
524,Cody,US,68.92,clear sky,44.5263,-109.0565,"Holiday Inn Cody-at Buffalo Bill Village, an IHG Hotel"
525,Port Moresby,PG,74.62,scattered clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
529,Maragogi,BR,77.23,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
531,Tarrafal,CV,77.79,scattered clouds,15.2833,-23.7667,Hotel Ixola
536,Knysna,ZA,67.35,clear sky,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
537,Kefamenanu,ID,72.05,overcast clouds,-9.4467,124.4781,Sokowindo Losmen
538,Yekaterinoslavka,RU,57.78,moderate rain,50.3734,129.1139,Oktyabr'skaya
539,Sayyan,YE,65.62,overcast clouds,15.1718,44.3244,ملاطف ابوحورية
540,Camiri,BO,73.18,broken clouds,-20.05,-63.5167,J R Hotel
542,Kupino,RU,61.18,overcast clouds,54.3663,77.2981,Hotel Sibiria Inn
544,Daru,PG,78.06,moderate rain,-9.0763,143.2092,Daru Lodge
545,Sarkand,KZ,65.48,clear sky,45.41,79.9186,Гостиница Сарканд
546,Maceio,BR,80.04,scattered clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
547,Bandrele,YT,76.75,clear sky,-12.9067,45.1914,Les Baobabs
548,Lugazi,UG,63.91,overcast clouds,0.3772,32.9197,Dr Kalumba Moses
549,Komatipoort,ZA,57.27,clear sky,-25.4332,31.9548,Kruger View Backpackers
554,Bari,IT,72.88,scattered clouds,41.1177,16.8512,Mercure Villa Romanazzi Carducci Bari
555,Chicama,PE,64.94,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
557,Beirut,LB,74.14,broken clouds,33.8889,35.4944,"Crowne Plaza Beirut, an IHG Hotel"
559,Padang,ID,75.81,light rain,-0.9492,100.3543,Mercure Padang
560,Cervo,ES,62.96,overcast clouds,43.6702,-7.4101,Hotel Spa Galatea
561,Amahai,ID,77.5,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
563,Benghazi,LY,75.33,clear sky,32.1167,20.0667,Tibesti Hotel
565,Kirakira,SB,78.55,heavy intensity rain,-10.4544,161.9205,SanBiz Lodge
566,Sechura,PE,75.06,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
567,Toamasina,MG,68.0,scattered clouds,-18.1667,49.3833,Hotel H1
568,Hovd,MN,56.52,clear sky,48.0056,91.6419,Hotel Khovd
569,Lincoln,US,77.9,few clouds,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
570,Coria,ES,76.44,few clouds,39.9879,-6.5377,Hotel San Cristóbal
572,Sitka,US,60.69,broken clouds,57.0531,-135.33,Westmark Sitka
573,Pemba,MZ,77.7,few clouds,-12.974,40.5178,Guesthouse Samotina
574,Serebryansk,KZ,56.66,broken clouds,49.6925,83.2892,"Gostinitsa ""Vodoley"""
576,Phan Thiet,VN,77.67,overcast clouds,10.9333,108.1,Hotel Saigon-PT
577,Nardaran,AZ,65.84,clear sky,40.5561,50.0056,Bizim Baki Baglari
578,Acajutla,SV,83.48,overcast clouds,13.5928,-89.8275,Laureles
579,La Maddalena,IT,77.05,overcast clouds,41.2142,9.4083,Hotel Il Gabbiano
580,Necochea,AR,58.28,clear sky,-38.5473,-58.7368,dyd -mar Hotel
581,Saint-Pierre,RE,69.48,broken clouds,-21.3393,55.4781,Alize Plage
585,Port Hardy,CA,60.98,broken clouds,50.6996,-127.4199,Airport Inn-Port Hardy
586,Qingdao,CN,65.8,broken clouds,36.0986,120.3719,Le Meridien Qingdao
587,Bereda,ES,66.42,overcast clouds,43.2686,-7.5406,Pazo de Verdes
588,Palestine,PS,69.94,clear sky,31.9216,35.2033,Grand Park Hotel
589,Scarborough,GB,60.33,clear sky,54.2797,-0.4044,The Grand Hotel Scarborough
591,Mitsamiouli,KM,79.03,few clouds,-11.3847,43.2844,Foyer ADM
592,Saurimo,AO,60.21,broken clouds,-9.6608,20.3916,Hotel Kawissa Saurimo
593,Homer,US,55.78,broken clouds,59.6425,-151.5483,Beluga Lake Lodge
594,Florianopolis,BR,68.63,scattered clouds,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
597,Roald,NO,56.32,overcast clouds,62.5833,6.1333,Flem Cabins
598,Ilebo,CD,72.57,overcast clouds,-4.3167,20.5833,Hôtel BUMAK
599,Limbang,MY,75.31,overcast clouds,4.75,115.0,Purnama Hotel
601,Asau,RO,65.32,scattered clouds,46.4333,26.4,Casa Mika Ciobanus
602,Coquimbo,CL,60.53,few clouds,-29.9533,-71.3436,Hotel San Juan
603,Yangjiang,CN,75.09,overcast clouds,21.85,111.9667,HUALUXE Yangjiang City Center
605,Iralaya,HN,82.72,scattered clouds,15.0,-83.2333,Iglesia morava renovada
606,Yarovoye,RU,64.04,overcast clouds,52.9273,78.58,KirOFF Park
607,Vila Do Maio,CV,77.79,clear sky,15.1333,-23.2167,Hotel Marilu
608,Milford,US,84.42,clear sky,41.2223,-73.0565,Homewood Suites by Hilton Stratford
612,Mathbaria,BD,82.76,broken clouds,22.2876,89.9593,Shikdar Hotel
613,Lively,CA,68.92,overcast clouds,46.4334,-81.1498,Lively Inn and Suites - Sudbury
614,Merritt,CA,69.22,broken clouds,50.1123,-120.7942,Ramada Limited Merritt
616,Tandur,IN,79.47,overcast clouds,17.2333,77.5833,SPOT ON 63149 Swagath Residency
617,Ratnagiri,IN,82.18,overcast clouds,16.9833,73.3,Hotel Landmark
619,Van Buren,US,69.82,heavy intensity rain,35.4368,-94.3483,Hampton Inn Van Buren
622,Carutapera,BR,80.62,broken clouds,-1.195,-46.02,Lidera
625,Chimbote,PE,69.15,few clouds,-9.0853,-78.5783,Hotel Briliá
628,Kudahuvadhoo,MV,82.36,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
630,Itarema,BR,78.55,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
632,Zaoyang,CN,73.56,clear sky,32.1272,112.7542,Shanghai Hotel
637,Green River,US,79.2,scattered clouds,41.5286,-109.4662,Hampton Inn & Suites Green River
641,Tonj,SS,70.39,overcast clouds,7.2737,28.6822,Lakan Hotel
642,Seoul,KR,64.0,light rain,37.5683,126.9778,롯데호텔 서울
643,Morondava,MG,72.05,clear sky,-20.2833,44.2833,La Case Bambou
644,Sao Caitano,BR,71.31,overcast clouds,-8.3258,-36.1428,Pousada dona maria
646,Imbituba,BR,66.85,broken clouds,-28.24,-48.6703,Praia Hotel Imbituba
647,Mpulungu,ZM,68.14,overcast clouds,-8.7623,31.1141,Chela moche guest house
648,Puerto Ayacucho,VE,82.49,heavy intensity rain,5.6639,-67.6236,Posada Turistica Manapiare
649,Hastings,GB,62.33,clear sky,50.8552,0.5729,Zanzibar Hotel
650,Yining,CN,72.55,overcast clouds,29.0361,114.5636,Xiushui Hotel
651,Abonnema,NG,80.89,overcast clouds,4.7084,6.7931,Corper's Lodge Obonoma
652,Pemangkat,ID,77.86,overcast clouds,1.1667,108.9667,Ramah Kost KITA
653,Naze,JP,68.92,overcast clouds,28.3667,129.4833,Shishime Hotel
654,Ust-Tsilma,RU,61.23,overcast clouds,65.441,52.1498,U Praskov'i
656,Kankon,IN,80.4,broken clouds,15.0167,74.0167,Palolem Beach Resort
659,Atasu,KZ,77.18,overcast clouds,48.6814,71.6433,Dostyk
660,Fez,MA,84.45,few clouds,34.0372,-4.9998,Hotel Mounia Fès
662,Tucurui,BR,80.04,overcast clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
664,Immenstadt,DE,55.49,light rain,47.561,10.2199,Panorama-Hotel Rothenfels
666,Marsh Harbour,BS,82.38,few clouds,26.5412,-77.0636,Abaco Beach Resort
667,Camana,PE,64.47,overcast clouds,-16.6228,-72.7111,Hostal Morales
669,La Paz,BO,60.78,few clouds,-16.5,-68.15,Hotel Presidente
671,Liku,ID,74.52,overcast clouds,-0.7275,119.8922,Wahyu
672,Ahipara,NZ,59.81,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
673,Xuzhou,CN,72.34,scattered clouds,34.1805,117.1571,Thank Inn Chain Hotel Jiangsu xuzhou tongshan district Beijing south road
674,Baturaja,ID,72.86,overcast clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
675,Alofi,NU,73.29,few clouds,-19.0595,-169.9187,Taloa Heights
